Shot number R625
%Type of Solver: Non-equilibrium
%Chemical kinetic model: 12 species Martian air (With ionisation)
%Area ratio of the nozzle: 1.600000e+03
%Experimental data provided by the user
% 	 Incident shock velocity: 3192 ms^-1       
%	 Driven tube fill pressure:6.000000e-02 bar        
%	 Driven tube temperature:300 K          
%	 Reservoir pressure (p5):5.286000e+01 bar 
%	 Free stream pitot pressure (p02):6.560000e-02 bar 
%	 Free stream stagnationpoint heat flux (q):230 Wm^-2 
%Nozzle inlet conditions
% 	 Pressure(P5): 5.286000e+01 bar       
% 	 Temperature(T5): 3.111100e+03 K       
% 	 Enthalpy(h5): -3804 kJ/kgK       
% 	 Density(rho5): 8.106100e+00 kg/m^3       
% 	 Species Mass fraction [Ar C N O C2 N2 O2 CN CO NO CO2 NCO C+ O+ CO+ NO+ e-]: 0.019302  1.6457e-12  2.0825e-07   0.0025475  4.7946e-18    0.016852    0.063711  1.8331e-10      0.1181   0.0043896      0.7751    1.94e-08  1.5761e-27  9.3518e-21  1.0155e-18  1.5325e-11  2.8018e-16        
% 	 Gamma(gamma5): 1.117600e+00        
%Noneq simulation started 6.409455e-04% downstream of throat.
%Concentrations listed in mass fractions
       %A/A*   rho(kg/m3)         T(K)        P(pa)       u(m/s)           Ar            C            N            O           C2           N2           O2           CN           CO           NO          CO2          NCO           C+           O+          CO+          NO+           e-
5.144435e+01 4.068446e-02 1.089677e+03 8.747238e+03 2.156960e+03 1.930100e-02 3.363687e-18 2.243476e-13 1.756626e-04 4.602087e-32 1.832387e-02 2.274594e-02 3.938339e-18 3.939348e-02 1.391946e-03 8.986640e-01 7.195510e-14 3.730135e-22 3.161596e-20 3.567388e-13 4.690368e-11 7.775933e-16
5.333775e+01 3.915796e-02 1.081758e+03 8.357851e+03 2.161492e+03 1.930100e-02 3.366091e-18 1.981880e-13 1.756456e-04 4.030350e-32 1.832387e-02 2.274596e-02 3.563285e-18 3.939348e-02 1.391946e-03 8.986640e-01 6.604692e-14 3.634755e-22 3.151447e-20 3.567299e-13 4.690281e-11 7.775774e-16
5.526537e+01 3.771524e-02 1.074029e+03 7.992399e+03 2.165900e+03 1.930100e-02 3.368602e-18 1.753042e-13 1.756297e-04 3.549051e-32 1.832387e-02 2.274598e-02 3.239603e-18 3.939348e-02 1.391946e-03 8.986640e-01 6.076302e-14 3.545321e-22 3.141658e-20 3.567213e-13 4.690198e-11 7.775620e-16
5.722721e+01 3.635031e-02 1.066481e+03 7.649020e+03 2.170189e+03 1.930100e-02 3.371161e-18 1.552577e-13 1.756146e-04 3.141423e-32 1.832387e-02 2.274599e-02 2.959468e-18 3.939348e-02 1.391946e-03 8.986640e-01 5.602733e-14 3.461320e-22 3.132211e-20 3.567130e-13 4.690118e-11 7.775472e-16
5.922326e+01 3.505769e-02 1.059109e+03 7.326022e+03 2.174366e+03 1.930100e-02 3.373734e-18 1.376726e-13 1.756003e-04 2.794207e-32 1.832387e-02 2.274601e-02 2.716354e-18 3.939348e-02 1.391946e-03 8.986640e-01 5.177413e-14 3.382294e-22 3.123086e-20 3.567050e-13 4.690041e-11 7.775330e-16
6.125353e+01 3.383239e-02 1.051904e+03 7.021873e+03 2.178435e+03 1.930100e-02 3.376299e-18 1.222261e-13 1.755869e-04 2.496841e-32 1.832387e-02 2.274602e-02 2.504801e-18 3.939348e-02 1.391946e-03 8.986640e-01 4.794653e-14 3.307835e-22 3.114267e-20 3.566973e-13 4.689967e-11 7.775192e-16
6.331802e+01 3.266982e-02 1.044860e+03 6.735180e+03 2.182400e+03 1.930100e-02 3.378841e-18 1.086408e-13 1.755741e-04 2.240858e-32 1.832387e-02 2.274603e-02 2.320228e-18 3.939348e-02 1.391946e-03 8.986640e-01 4.449516e-14 3.237574e-22 3.105739e-20 3.566898e-13 4.689895e-11 7.775059e-16
6.541672e+01 3.156579e-02 1.037971e+03 6.464672e+03 2.186265e+03 1.930100e-02 3.381351e-18 9.667724e-14 1.755620e-04 2.019424e-32 1.832387e-02 2.274605e-02 2.158777e-18 3.939348e-02 1.391946e-03 8.986640e-01 4.137706e-14 3.171183e-22 3.097485e-20 3.566825e-13 4.689826e-11 7.774931e-16
6.754964e+01 3.051645e-02 1.031232e+03 6.209187e+03 2.190036e+03 1.930100e-02 3.383826e-18 8.612894e-14 1.755505e-04 1.826988e-32 1.832387e-02 2.274606e-02 2.017193e-18 3.939348e-02 1.391946e-03 8.986640e-01 3.855479e-14 3.108363e-22 3.089494e-20 3.566755e-13 4.689759e-11 7.774807e-16
6.971677e+01 2.951825e-02 1.024636e+03 5.967667e+03 2.193716e+03 1.930100e-02 3.386263e-18 7.681729e-14 1.755396e-04 1.659017e-32 1.832387e-02 2.274607e-02 1.892722e-18 3.939348e-02 1.391946e-03 8.986640e-01 3.599564e-14 3.048846e-22 3.081751e-20 3.566687e-13 4.689694e-11 7.774687e-16
7.191812e+01 2.856793e-02 1.018178e+03 5.739144e+03 2.197309e+03 1.930100e-02 3.388660e-18 6.858774e-14 1.755292e-04 1.511787e-32 1.832387e-02 2.274608e-02 1.783027e-18 3.939348e-02 1.391946e-03 8.986640e-01 3.367096e-14 2.992389e-22 3.074245e-20 3.566621e-13 4.689631e-11 7.774571e-16
7.415369e+01 2.766250e-02 1.011854e+03 5.522729e+03 2.200818e+03 1.930100e-02 3.391018e-18 6.130625e-14 1.755193e-04 1.382225e-32 1.832387e-02 2.274609e-02 1.686120e-18 3.939348e-02 1.391946e-03 8.986640e-01 3.155561e-14 2.938772e-22 3.066965e-20 3.566557e-13 4.689570e-11 7.774459e-16
7.642347e+01 2.679918e-02 1.005658e+03 5.317608e+03 2.204245e+03 1.930100e-02 3.393337e-18 5.485643e-14 1.755099e-04 1.267777e-32 1.832387e-02 2.274610e-02 1.600306e-18 3.939348e-02 1.391946e-03 8.986640e-01 2.962749e-14 2.887793e-22 3.059900e-20 3.566495e-13 4.689512e-11 7.774351e-16
7.872747e+01 2.597541e-02 9.995864e+02 5.123032e+03 2.207596e+03 1.930100e-02 3.395617e-18 4.913711e-14 1.755010e-04 1.166315e-32 1.832387e-02 2.274611e-02 1.524136e-18 3.939348e-02 1.391946e-03 8.986640e-01 2.786714e-14 2.839271e-22 3.053040e-20 3.566434e-13 4.689455e-11 7.774245e-16
8.106569e+01 2.518881e-02 9.936333e+02 4.938308e+03 2.210872e+03 1.930100e-02 3.397859e-18 4.405999e-14 1.754924e-04 1.076055e-32 1.832387e-02 2.274611e-02 1.456370e-18 3.939348e-02 1.391946e-03 8.986640e-01 2.625739e-14 2.793039e-22 3.046377e-20 3.566376e-13 4.689400e-11 7.774143e-16
8.343812e+01 2.443719e-02 9.877939e+02 4.762796e+03 2.214076e+03 1.930100e-02 3.400066e-18 3.954791e-14 1.754843e-04 9.954976e-33 1.832387e-02 2.274612e-02 1.395938e-18 3.939348e-02 1.391946e-03 8.986640e-01 2.478305e-14 2.748944e-22 3.039901e-20 3.566319e-13 4.689346e-11 7.774044e-16
8.584477e+01 2.371851e-02 9.820644e+02 4.595913e+03 2.217211e+03 1.930100e-02 3.402240e-18 3.553367e-14 1.754765e-04 9.233728e-33 1.832387e-02 2.274613e-02 1.341924e-18 3.939348e-02 1.391946e-03 8.986640e-01 2.343066e-14 2.706847e-22 3.033604e-20 3.566263e-13 4.689294e-11 7.773948e-16
8.828564e+01 2.303089e-02 9.764413e+02 4.437120e+03 2.220279e+03 1.930100e-02 3.404381e-18 3.195874e-14 1.754690e-04 8.586043e-33 1.832387e-02 2.274614e-02 1.293538e-18 3.939348e-02 1.391946e-03 8.986640e-01 2.218830e-14 2.666621e-22 3.027479e-20 3.566209e-13 4.689244e-11 7.773855e-16
9.076072e+01 2.237256e-02 9.709212e+02 4.285919e+03 2.223283e+03 1.930100e-02 3.406491e-18 2.877196e-14 1.754619e-04 8.002746e-33 1.832387e-02 2.274615e-02 1.250096e-18 3.939348e-02 1.391946e-03 8.986640e-01 2.104534e-14 2.628147e-22 3.021518e-20 3.566157e-13 4.689195e-11 7.773765e-16
9.327002e+01 2.174189e-02 9.655007e+02 4.141848e+03 2.226225e+03 1.930100e-02 3.408569e-18 2.592852e-14 1.754551e-04 7.475991e-33 1.832387e-02 2.274615e-02 1.211008e-18 3.939348e-02 1.391946e-03 8.986640e-01 1.999233e-14 2.591318e-22 3.015715e-20 3.566105e-13 4.689147e-11 7.773677e-16
9.581354e+01 2.113735e-02 9.601768e+02 4.004480e+03 2.229107e+03 1.930100e-02 3.410619e-18 2.338913e-14 1.754486e-04 6.999044e-33 1.832387e-02 2.274616e-02 1.175761e-18 3.939348e-02 1.391946e-03 8.986640e-01 1.902085e-14 2.556033e-22 3.010062e-20 3.566056e-13 4.689101e-11 7.773591e-16
9.839127e+01 2.055754e-02 9.549464e+02 3.873418e+03 2.231931e+03 1.930100e-02 3.412639e-18 2.111927e-14 1.754423e-04 6.566104e-33 1.832387e-02 2.274617e-02 1.143909e-18 3.939348e-02 1.391946e-03 8.986640e-01 1.812337e-14 2.522202e-22 3.004555e-20 3.566007e-13 4.689056e-11 7.773508e-16
1.010032e+02 2.000111e-02 9.498067e+02 3.748294e+03 2.234699e+03 1.930100e-02 3.414633e-18 1.908856e-14 1.754363e-04 6.172161e-33 1.832387e-02 2.274617e-02 1.115065e-18 3.939348e-02 1.391946e-03 8.986640e-01 1.729315e-14 2.489738e-22 2.999187e-20 3.565960e-13 4.689012e-11 7.773427e-16
1.036494e+02 1.946684e-02 9.447550e+02 3.628767e+03 2.237412e+03 1.930100e-02 3.416599e-18 1.727028e-14 1.754305e-04 5.812866e-33 1.832387e-02 2.274618e-02 1.088888e-18 3.939348e-02 1.391946e-03 8.986640e-01 1.652416e-14 2.458564e-22 2.993952e-20 3.565913e-13 4.688970e-11 7.773348e-16
1.063298e+02 1.895357e-02 9.397886e+02 3.514516e+03 2.240074e+03 1.930100e-02 3.418540e-18 1.564085e-14 1.754250e-04 5.484443e-33 1.832387e-02 2.274618e-02 1.065082e-18 3.939348e-02 1.391946e-03 8.986640e-01 1.581098e-14 2.428606e-22 2.988846e-20 3.565868e-13 4.688928e-11 7.773272e-16
1.090444e+02 1.846022e-02 9.349051e+02 3.405248e+03 2.242685e+03 1.930100e-02 3.420457e-18 1.417947e-14 1.754197e-04 5.183595e-33 1.832387e-02 2.274619e-02 1.043388e-18 3.939348e-02 1.391946e-03 8.986640e-01 1.514875e-14 2.399798e-22 2.983863e-20 3.565825e-13 4.688888e-11 7.773197e-16
1.117932e+02 1.798577e-02 9.301020e+02 3.300683e+03 2.245246e+03 1.930100e-02 3.422350e-18 1.286775e-14 1.754146e-04 4.907438e-33 1.832387e-02 2.274619e-02 1.023577e-18 3.939348e-02 1.391946e-03 8.986640e-01 1.453309e-14 2.372075e-22 2.978999e-20 3.565782e-13 4.688848e-11 7.773124e-16
1.145762e+02 1.752927e-02 9.253770e+02 3.200566e+03 2.247760e+03 1.930100e-02 3.424220e-18 1.168946e-14 1.754097e-04 4.653443e-33 1.832387e-02 2.274620e-02 1.005449e-18 3.939348e-02 1.391946e-03 8.986640e-01 1.396005e-14 2.345380e-22 2.974250e-20 3.565740e-13 4.688810e-11 7.773053e-16
1.173935e+02 1.708983e-02 9.207279e+02 3.104655e+03 2.250228e+03 1.930100e-02 3.426068e-18 1.063020e-14 1.754049e-04 4.419387e-33 1.832387e-02 2.274620e-02 9.888272e-19 3.939348e-02 1.391946e-03 8.986640e-01 1.342607e-14 2.319658e-22 2.969611e-20 3.565699e-13 4.688773e-11 7.772984e-16
1.202449e+02 1.666662e-02 9.161526e+02 3.012726e+03 2.252652e+03 1.930100e-02 3.427895e-18 9.677233e-15 1.754004e-04 4.203308e-33 1.832387e-02 2.274621e-02 9.735559e-19 3.939348e-02 1.391946e-03 8.986640e-01 1.292793e-14 2.294859e-22 2.965079e-20 3.565659e-13 4.688736e-11 7.772917e-16
1.231306e+02 1.625884e-02 9.116491e+02 2.924568e+03 2.255032e+03 1.930100e-02 3.429702e-18 8.819255e-15 1.753960e-04 4.003472e-33 1.832387e-02 2.274621e-02 9.594973e-19 3.939348e-02 1.391946e-03 8.986640e-01 1.246271e-14 2.270935e-22 2.960649e-20 3.565620e-13 4.688701e-11 7.772851e-16
1.260505e+02 1.586577e-02 9.072153e+02 2.839983e+03 2.257369e+03 1.930100e-02 3.431489e-18 8.046236e-15 1.753917e-04 3.818344e-33 1.832387e-02 2.274622e-02 9.465295e-19 3.939348e-02 1.391946e-03 8.986640e-01 1.202777e-14 2.247842e-22 2.956317e-20 3.565581e-13 4.688666e-11 7.772787e-16
1.290046e+02 1.548669e-02 9.028494e+02 2.758788e+03 2.259666e+03 1.930100e-02 3.433257e-18 7.349264e-15 1.753877e-04 3.646559e-33 1.832387e-02 2.274622e-02 9.345444e-19 3.939348e-02 1.391946e-03 8.986640e-01 1.162073e-14 2.225539e-22 2.952082e-20 3.565544e-13 4.688632e-11 7.772725e-16
1.319929e+02 1.512097e-02 8.985496e+02 2.680810e+03 2.261924e+03 1.930100e-02 3.435007e-18 6.720417e-15 1.753837e-04 3.486902e-33 1.832387e-02 2.274622e-02 9.234460e-19 3.939348e-02 1.391946e-03 8.986640e-01 1.123939e-14 2.203987e-22 2.947938e-20 3.565507e-13 4.688599e-11 7.772664e-16
1.350155e+02 1.476797e-02 8.943142e+02 2.605886e+03 2.264143e+03 1.930100e-02 3.436739e-18 6.152643e-15 1.753799e-04 3.338291e-33 1.832387e-02 2.274623e-02 9.131489e-19 3.939348e-02 1.391946e-03 8.986640e-01 1.088179e-14 2.183149e-22 2.943883e-20 3.565472e-13 4.688567e-11 7.772604e-16
1.380722e+02 1.442713e-02 8.901414e+02 2.533863e+03 2.266324e+03 1.930100e-02 3.438455e-18 5.639662e-15 1.753763e-04 3.199756e-33 1.832387e-02 2.274623e-02 9.035771e-19 3.939348e-02 1.391946e-03 8.986640e-01 1.054612e-14 2.162992e-22 2.939915e-20 3.565437e-13 4.688536e-11 7.772546e-16
1.411632e+02 1.409788e-02 8.860296e+02 2.464600e+03 2.268469e+03 1.930100e-02 3.440154e-18 5.175876e-15 1.753727e-04 3.070432e-33 1.832387e-02 2.274623e-02 8.946628e-19 3.939348e-02 1.391946e-03 8.986640e-01 1.023073e-14 2.143483e-22 2.936030e-20 3.565402e-13 4.688505e-11 7.772489e-16
1.442884e+02 1.377972e-02 8.819773e+02 2.397960e+03 2.270579e+03 1.930100e-02 3.441837e-18 4.756293e-15 1.753693e-04 2.949537e-33 1.832387e-02 2.274624e-02 8.863453e-19 3.939348e-02 1.391946e-03 8.986640e-01 9.934129e-15 2.124594e-22 2.932225e-20 3.565369e-13 4.688475e-11 7.772433e-16
1.474478e+02 1.347214e-02 8.779830e+02 2.333818e+03 2.272654e+03 1.930100e-02 3.443506e-18 4.376452e-15 1.753660e-04 2.836374e-33 1.832387e-02 2.274624e-02 8.785703e-19 3.939348e-02 1.391946e-03 8.986640e-01 9.654942e-15 2.106294e-22 2.928498e-20 3.565336e-13 4.688445e-11 7.772379e-16
1.506415e+02 1.317469e-02 8.740453e+02 2.272054e+03 2.274696e+03 1.930100e-02 3.445159e-18 4.032371e-15 1.753628e-04 2.730310e-33 1.832387e-02 2.274624e-02 8.712894e-19 3.939348e-02 1.391946e-03 8.986640e-01 9.391915e-15 2.088559e-22 2.924846e-20 3.565304e-13 4.688417e-11 7.772326e-16
1.538693e+02 1.288693e-02 8.701626e+02 2.212556e+03 2.276705e+03 1.930100e-02 3.446799e-18 3.720487e-15 1.753597e-04 2.630777e-33 1.832387e-02 2.274625e-02 8.644588e-19 3.939348e-02 1.391946e-03 8.986640e-01 9.143898e-15 2.071362e-22 2.921267e-20 3.565272e-13 4.688389e-11 7.772273e-16
1.571314e+02 1.260845e-02 8.663337e+02 2.155217e+03 2.278683e+03 1.930100e-02 3.448425e-18 3.437614e-15 1.753567e-04 2.537259e-33 1.832387e-02 2.274625e-02 8.580395e-19 3.939348e-02 1.391946e-03 8.986640e-01 8.909839e-15 2.054681e-22 2.917759e-20 3.565241e-13 4.688361e-11 7.772223e-16
1.620886e+02 1.220722e-02 8.606883e+02 2.073037e+03 2.281597e+03 1.930100e-02 3.450840e-18 3.061373e-15 1.753524e-04 2.407224e-33 1.832387e-02 2.274626e-02 8.491033e-19 3.939348e-02 1.391946e-03 8.986640e-01 8.582761e-15 2.030576e-22 2.912625e-20 3.565196e-13 4.688321e-11 7.772148e-16
1.671228e+02 1.182475e-02 8.551567e+02 1.995180e+03 2.284443e+03 1.930100e-02 3.453226e-18 2.735711e-15 1.753483e-04 2.288296e-33 1.832387e-02 2.274626e-02 8.409101e-19 3.939348e-02 1.391946e-03 8.986640e-01 8.282001e-15 2.007510e-22 2.907638e-20 3.565152e-13 4.688282e-11 7.772076e-16
1.722341e+02 1.145988e-02 8.497351e+02 1.921357e+03 2.287226e+03 1.930100e-02 3.455587e-18 2.453445e-15 1.753443e-04 2.179264e-33 1.832387e-02 2.274626e-02 8.333697e-19 3.939348e-02 1.391946e-03 8.986640e-01 8.004961e-15 1.985419e-22 2.902791e-20 3.565109e-13 4.688244e-11 7.772006e-16
1.774223e+02 1.111156e-02 8.444196e+02 1.851303e+03 2.289946e+03 1.930100e-02 3.457922e-18 2.208471e-15 1.753406e-04 2.079075e-33 1.832387e-02 2.274627e-02 8.264049e-19 3.939348e-02 1.391946e-03 8.986640e-01 7.749347e-15 1.964245e-22 2.898079e-20 3.565067e-13 4.688208e-11 7.771939e-16
1.826875e+02 1.077879e-02 8.392067e+02 1.784774e+03 2.292606e+03 1.930100e-02 3.460234e-18 1.995591e-15 1.753370e-04 1.986808e-33 1.832387e-02 2.274627e-02 8.199490e-19 3.939348e-02 1.391946e-03 8.986640e-01 7.513120e-15 1.943932e-22 2.893495e-20 3.565027e-13 4.688172e-11 7.771873e-16
1.880296e+02 1.046068e-02 8.340928e+02 1.721545e+03 2.295209e+03 1.930100e-02 3.462523e-18 1.810369e-15 1.753336e-04 1.901658e-33 1.832387e-02 2.274627e-02 8.139442e-19 3.939348e-02 1.391946e-03 8.986640e-01 7.294472e-15 1.924430e-22 2.889035e-20 3.564988e-13 4.688138e-11 7.771809e-16
1.934488e+02 1.015637e-02 8.290746e+02 1.661408e+03 2.297756e+03 1.930100e-02 3.464790e-18 1.649016e-15 1.753303e-04 1.822919e-33 1.832387e-02 2.274628e-02 8.083407e-19 3.939348e-02 1.391946e-03 8.986640e-01 7.091792e-15 1.905693e-22 2.884693e-20 3.564949e-13 4.688104e-11 7.771748e-16
1.989450e+02 9.865076e-03 8.241490e+02 1.604170e+03 2.300249e+03 1.930100e-02 3.467038e-18 1.508289e-15 1.753271e-04 1.749968e-33 1.832387e-02 2.274628e-02 8.030948e-19 3.939348e-02 1.391946e-03 8.986640e-01 6.903644e-15 1.887677e-22 2.880463e-20 3.564912e-13 4.688072e-11 7.771688e-16
2.045181e+02 9.586076e-03 8.193131e+02 1.549655e+03 2.302691e+03 1.930100e-02 3.469266e-18 1.385409e-15 1.753241e-04 1.682254e-33 1.832387e-02 2.274628e-02 7.981688e-19 3.939348e-02 1.391946e-03 8.986640e-01 6.728742e-15 1.870342e-22 2.876343e-20 3.564875e-13 4.688040e-11 7.771629e-16
2.101682e+02 9.318686e-03 8.145640e+02 1.497698e+03 2.305083e+03 1.930100e-02 3.471476e-18 1.277990e-15 1.753212e-04 1.619291e-33 1.832387e-02 2.274629e-02 7.935295e-19 3.939348e-02 1.391946e-03 8.986640e-01 6.565937e-15 1.853652e-22 2.872326e-20 3.564840e-13 4.688010e-11 7.771572e-16
2.158954e+02 9.062273e-03 8.098990e+02 1.448146e+03 2.307426e+03 1.930100e-02 3.473669e-18 1.183982e-15 1.753185e-04 1.560646e-33 1.832387e-02 2.274629e-02 7.891480e-19 3.939348e-02 1.391946e-03 8.986640e-01 6.414197e-15 1.837570e-22 2.868409e-20 3.564805e-13 4.687980e-11 7.771517e-16
2.216995e+02 8.816245e-03 8.053154e+02 1.400857e+03 2.309723e+03 1.930100e-02 3.475845e-18 1.101623e-15 1.753158e-04 1.505934e-33 1.832387e-02 2.274629e-02 7.849987e-19 3.939348e-02 1.391946e-03 8.986640e-01 6.272594e-15 1.822066e-22 2.864589e-20 3.564772e-13 4.687951e-11 7.771464e-16
2.275805e+02 8.580053e-03 8.008109e+02 1.355702e+03 2.311975e+03 1.930100e-02 3.478006e-18 1.029391e-15 1.753132e-04 1.454812e-33 1.832387e-02 2.274629e-02 7.810593e-19 3.939348e-02 1.391946e-03 8.986640e-01 6.140292e-15 1.807109e-22 2.860861e-20 3.564739e-13 4.687923e-11 7.771411e-16
2.335386e+02 8.353179e-03 7.963829e+02 1.312556e+03 2.314184e+03 1.930100e-02 3.480152e-18 9.659749e-16 1.753108e-04 1.406972e-33 1.832387e-02 2.274630e-02 7.773099e-19 3.939348e-02 1.391946e-03 8.986640e-01 6.016538e-15 1.792672e-22 2.857222e-20 3.564707e-13 4.687895e-11 7.771360e-16
2.395737e+02 8.135141e-03 7.920293e+02 1.271307e+03 2.316350e+03 1.930100e-02 3.482283e-18 9.102424e-16 1.753084e-04 1.362139e-33 1.832387e-02 2.274630e-02 7.737331e-19 3.939348e-02 1.391946e-03 8.986640e-01 5.900652e-15 1.778728e-22 2.853668e-20 3.564675e-13 4.687868e-11 7.771311e-16
2.456857e+02 7.925488e-03 7.877479e+02 1.231849e+03 2.318475e+03 1.930100e-02 3.484402e-18 8.612133e-16 1.753061e-04 1.320066e-33 1.832387e-02 2.274630e-02 7.703133e-19 3.939348e-02 1.391946e-03 8.986640e-01 5.792018e-15 1.765252e-22 2.850197e-20 3.564645e-13 4.687842e-11 7.771263e-16
2.518748e+02 7.723796e-03 7.835366e+02 1.194082e+03 2.320560e+03 1.930100e-02 3.486508e-18 8.180390e-16 1.753039e-04 1.280530e-33 1.832387e-02 2.274630e-02 7.670367e-19 3.939348e-02 1.391946e-03 8.986640e-01 5.690075e-15 1.752223e-22 2.846805e-20 3.564615e-13 4.687817e-11 7.771215e-16
2.581408e+02 7.529669e-03 7.793933e+02 1.157915e+03 2.322607e+03 1.930100e-02 3.488601e-18 7.799840e-16 1.753018e-04 1.243331e-33 1.832387e-02 2.274631e-02 7.638911e-19 3.939348e-02 1.391946e-03 8.986640e-01 5.594318e-15 1.739618e-22 2.843490e-20 3.564585e-13 4.687792e-11 7.771170e-16
2.644838e+02 7.342734e-03 7.753162e+02 1.123261e+03 2.324617e+03 1.930100e-02 3.490684e-18 7.464097e-16 1.752998e-04 1.208286e-33 1.832387e-02 2.274631e-02 7.608655e-19 3.939348e-02 1.391946e-03 8.986640e-01 5.504286e-15 1.727417e-22 2.840249e-20 3.564557e-13 4.687768e-11 7.771125e-16
2.709038e+02 7.162641e-03 7.713034e+02 1.090040e+03 2.326591e+03 1.930100e-02 3.492755e-18 7.167613e-16 1.752978e-04 1.175233e-33 1.832387e-02 2.274631e-02 7.579501e-19 3.939348e-02 1.391946e-03 8.986640e-01 5.419557e-15 1.715602e-22 2.837079e-20 3.564529e-13 4.687744e-11 7.771081e-16
2.774008e+02 6.989061e-03 7.673531e+02 1.058177e+03 2.328529e+03 1.930100e-02 3.494816e-18 6.905563e-16 1.752959e-04 1.144021e-33 1.832387e-02 2.274631e-02 7.551361e-19 3.939348e-02 1.391946e-03 8.986640e-01 5.339750e-15 1.704155e-22 2.833978e-20 3.564501e-13 4.687721e-11 7.771039e-16
2.839748e+02 6.821686e-03 7.634636e+02 1.027600e+03 2.330434e+03 1.930100e-02 3.496868e-18 6.673745e-16 1.752941e-04 1.114516e-33 1.832387e-02 2.274631e-02 7.524157e-19 3.939348e-02 1.391946e-03 8.986640e-01 5.264514e-15 1.693059e-22 2.830944e-20 3.564475e-13 4.687699e-11 7.770997e-16
2.906257e+02 6.660223e-03 7.596333e+02 9.982446e+02 2.332306e+03 1.930100e-02 3.498909e-18 6.468495e-16 1.752923e-04 1.086593e-33 1.832387e-02 2.274632e-02 7.497817e-19 3.939348e-02 1.391946e-03 8.986640e-01 5.193529e-15 1.682298e-22 2.827973e-20 3.564448e-13 4.687677e-11 7.770956e-16
2.973537e+02 6.504398e-03 7.558607e+02 9.700476e+02 2.334145e+03 1.930100e-02 3.500942e-18 6.286615e-16 1.752906e-04 1.060142e-33 1.832387e-02 2.274632e-02 7.472279e-19 3.939348e-02 1.391946e-03 8.986640e-01 5.126502e-15 1.671859e-22 2.825065e-20 3.564423e-13 4.687656e-11 7.770917e-16
3.041586e+02 6.353952e-03 7.521441e+02 9.429512e+02 2.335954e+03 1.930100e-02 3.502967e-18 6.125315e-16 1.752890e-04 1.035060e-33 1.832387e-02 2.274632e-02 7.447483e-19 3.939348e-02 1.391946e-03 8.986640e-01 5.063165e-15 1.661726e-22 2.822217e-20 3.564398e-13 4.687635e-11 7.770878e-16
3.110405e+02 6.208642e-03 7.484822e+02 9.169007e+02 2.337732e+03 1.930100e-02 3.504983e-18 5.982151e-16 1.752874e-04 1.011252e-33 1.832387e-02 2.274632e-02 7.423379e-19 3.939348e-02 1.391946e-03 8.986640e-01 5.003270e-15 1.651886e-22 2.819427e-20 3.564373e-13 4.687614e-11 7.770840e-16
3.179994e+02 6.068237e-03 7.448735e+02 8.918448e+02 2.339481e+03 1.930100e-02 3.506992e-18 5.854986e-16 1.752858e-04 9.886326e-34 1.832387e-02 2.274632e-02 7.399918e-19 3.939348e-02 1.391946e-03 8.986640e-01 4.946591e-15 1.642328e-22 2.816693e-20 3.564349e-13 4.687594e-11 7.770803e-16
3.250353e+02 5.932518e-03 7.413167e+02 8.677350e+02 2.341201e+03 1.930100e-02 3.508994e-18 5.741949e-16 1.752843e-04 9.671235e-34 1.832387e-02 2.274632e-02 7.377058e-19 3.939348e-02 1.391946e-03 8.986640e-01 4.892918e-15 1.633040e-22 2.814014e-20 3.564325e-13 4.687575e-11 7.770767e-16
3.321482e+02 5.801282e-03 7.378105e+02 8.445260e+02 2.342893e+03 1.930100e-02 3.510988e-18 5.641397e-16 1.752829e-04 9.466521e-34 1.832387e-02 2.274632e-02 7.354759e-19 3.939348e-02 1.391946e-03 8.986640e-01 4.842059e-15 1.624010e-22 2.811387e-20 3.564302e-13 4.687555e-11 7.770731e-16
3.393381e+02 5.674332e-03 7.343536e+02 8.221749e+02 2.344558e+03 1.930100e-02 3.512976e-18 5.551888e-16 1.752815e-04 9.271519e-34 1.832387e-02 2.274633e-02 7.332987e-19 3.939348e-02 1.391946e-03 8.986640e-01 4.793836e-15 1.615227e-22 2.808812e-20 3.564279e-13 4.687537e-11 7.770697e-16
3.466049e+02 5.551485e-03 7.309448e+02 8.006413e+02 2.346196e+03 1.930100e-02 3.514958e-18 5.472156e-16 1.752801e-04 9.085615e-34 1.832387e-02 2.274633e-02 7.311708e-19 3.939348e-02 1.391946e-03 8.986640e-01 4.748086e-15 1.606683e-22 2.806286e-20 3.564257e-13 4.687518e-11 7.770663e-16
3.539488e+02 5.432567e-03 7.275830e+02 7.798872e+02 2.347809e+03 1.930100e-02 3.516934e-18 5.401087e-16 1.752788e-04 8.908244e-34 1.832387e-02 2.274633e-02 7.290893e-19 3.939348e-02 1.391946e-03 8.986640e-01 4.704656e-15 1.598368e-22 2.803808e-20 3.564235e-13 4.687501e-11 7.770630e-16
3.613696e+02 5.317411e-03 7.242669e+02 7.598766e+02 2.349397e+03 1.930100e-02 3.518904e-18 5.337701e-16 1.752775e-04 8.738885e-34 1.832387e-02 2.274633e-02 7.270515e-19 3.939348e-02 1.391946e-03 8.986640e-01 4.663405e-15 1.590272e-22 2.801377e-20 3.564213e-13 4.687483e-11 7.770597e-16
