Shot number R625
%Type of Solver: Non-equilibrium
%Chemical kinetic model: 12 species Martian air (With ionisation)
%Area ratio of the nozzle: 1.600000e+03
%Experimental data provided by the user
% 	 Incident shock velocity: 3192 ms^-1       
%	 Driven tube fill pressure:6.000000e-02 bar        
%	 Driven tube temperature:300 K          
%	 Reservoir pressure (p5):5.286000e+01 bar 
%	 Free stream pitot pressure (p02):6.560000e-02 bar 
%	 Free stream stagnationpoint heat flux (q):230 Wm^-2 
%Nozzle inlet conditions
% 	 Pressure(P5): 5.286000e+01 bar       
% 	 Temperature(T5): 3.111100e+03 K       
% 	 Enthalpy(h5): -3804 kJ/kgK       
% 	 Density(rho5): 8.106100e+00 kg/m^3       
% 	 Species Mass fraction [Ar C N O C2 N2 O2 CN CO NO CO2 NCO C+ O+ CO+ NO+ e-]: 0.019302  1.6457e-12  2.0825e-07   0.0025475  4.7946e-18    0.016852    0.063711  1.8331e-10      0.1181   0.0043896      0.7751    1.94e-08  1.5761e-27  9.3518e-21  1.0155e-18  1.5325e-11  2.8018e-16        
% 	 Gamma(gamma5): 1.117600e+00        
%Noneq simulation started 6.409455e-04% downstream of throat.
%Concentrations listed in mass fractions
       %A/A*   rho(kg/m3)         T(K)        P(pa)       u(m/s)           Ar            C            N            O           C2           N2           O2           CN           CO           NO          CO2          NCO           C+           O+          CO+          NO+           e-
3.688674e+02 5.205862e-03 7.209955e+02 7.405757e+02 2.350961e+03 1.930100e-02 3.520869e-18 5.281134e-16 1.752763e-04 8.577055e-34 1.832387e-02 2.274633e-02 7.250549e-19 3.939348e-02 1.391946e-03 8.986640e-01 4.624204e-15 1.582387e-22 2.798991e-20 3.564192e-13 4.687466e-11 7.770565e-16
3.764422e+02 5.097771e-03 7.177678e+02 7.219523e+02 2.352500e+03 1.930100e-02 3.522829e-18 5.230625e-16 1.752751e-04 8.422309e-34 1.832387e-02 2.274633e-02 7.230972e-19 3.939348e-02 1.391946e-03 8.986640e-01 4.586932e-15 1.574705e-22 2.796649e-20 3.564172e-13 4.687449e-11 7.770534e-16
3.840940e+02 4.992996e-03 7.145827e+02 7.039762e+02 2.354017e+03 1.930100e-02 3.524783e-18 5.185502e-16 1.752739e-04 8.274231e-34 1.832387e-02 2.274633e-02 7.211763e-19 3.939348e-02 1.391946e-03 8.986640e-01 4.551475e-15 1.567218e-22 2.794350e-20 3.564151e-13 4.687433e-11 7.770504e-16
3.918228e+02 4.891404e-03 7.114393e+02 6.866187e+02 2.355511e+03 1.930100e-02 3.526733e-18 5.145170e-16 1.752728e-04 8.132438e-34 1.832387e-02 2.274633e-02 7.192902e-19 3.939348e-02 1.391946e-03 8.986640e-01 4.517730e-15 1.559920e-22 2.792092e-20 3.564131e-13 4.687416e-11 7.770474e-16
3.996286e+02 4.792868e-03 7.083366e+02 6.698527e+02 2.356982e+03 1.930100e-02 3.528679e-18 5.109106e-16 1.752717e-04 7.996574e-34 1.832387e-02 2.274634e-02 7.174372e-19 3.939348e-02 1.391946e-03 8.986640e-01 4.485600e-15 1.552803e-22 2.789874e-20 3.564112e-13 4.687401e-11 7.770444e-16
4.075113e+02 4.697266e-03 7.052736e+02 6.536526e+02 2.358433e+03 1.930100e-02 3.530621e-18 5.076845e-16 1.752706e-04 7.866308e-34 1.832387e-02 2.274634e-02 7.156155e-19 3.939348e-02 1.391946e-03 8.986640e-01 4.454994e-15 1.545861e-22 2.787695e-20 3.564093e-13 4.687385e-11 7.770416e-16
4.154711e+02 4.604483e-03 7.022495e+02 6.379940e+02 2.359862e+03 1.930100e-02 3.532558e-18 5.047976e-16 1.752696e-04 7.741330e-34 1.832387e-02 2.274634e-02 7.138238e-19 3.939348e-02 1.391946e-03 8.986640e-01 4.425827e-15 1.539086e-22 2.785554e-20 3.564074e-13 4.687370e-11 7.770388e-16
4.235078e+02 4.514411e-03 6.992634e+02 6.228538e+02 2.361271e+03 1.930100e-02 3.534492e-18 5.022134e-16 1.752686e-04 7.621354e-34 1.832387e-02 2.274634e-02 7.120605e-19 3.939348e-02 1.391946e-03 8.986640e-01 4.398021e-15 1.532475e-22 2.783451e-20 3.564055e-13 4.687355e-11 7.770360e-16
4.316215e+02 4.426944e-03 6.963145e+02 6.082102e+02 2.362660e+03 1.930100e-02 3.536422e-18 4.998996e-16 1.752676e-04 7.506112e-34 1.832387e-02 2.274634e-02 7.103243e-19 3.939348e-02 1.391946e-03 8.986640e-01 4.371503e-15 1.526020e-22 2.781383e-20 3.564037e-13 4.687340e-11 7.770333e-16
4.398122e+02 4.341984e-03 6.934019e+02 5.940424e+02 2.364029e+03 1.930100e-02 3.538349e-18 4.978277e-16 1.752666e-04 7.395353e-34 1.832387e-02 2.274634e-02 7.086140e-19 3.939348e-02 1.391946e-03 8.986640e-01 4.346203e-15 1.519716e-22 2.779350e-20 3.564019e-13 4.687326e-11 7.770306e-16
4.480799e+02 4.259435e-03 6.905249e+02 5.803307e+02 2.365380e+03 1.930100e-02 3.540273e-18 4.959720e-16 1.752657e-04 7.288845e-34 1.832387e-02 2.274634e-02 7.069285e-19 3.939348e-02 1.391946e-03 8.986640e-01 4.322057e-15 1.513558e-22 2.777351e-20 3.564001e-13 4.687312e-11 7.770280e-16
4.564246e+02 4.179208e-03 6.876827e+02 5.670565e+02 2.366711e+03 1.930100e-02 3.542193e-18 4.943100e-16 1.752648e-04 7.186368e-34 1.832387e-02 2.274634e-02 7.052667e-19 3.939348e-02 1.391946e-03 8.986640e-01 4.299006e-15 1.507541e-22 2.775386e-20 3.563984e-13 4.687298e-11 7.770255e-16
4.648462e+02 4.101217e-03 6.848746e+02 5.542019e+02 2.368025e+03 1.930100e-02 3.544110e-18 4.928216e-16 1.752639e-04 7.087718e-34 1.832387e-02 2.274634e-02 7.036276e-19 3.939348e-02 1.391946e-03 8.986640e-01 4.276991e-15 1.501660e-22 2.773452e-20 3.563966e-13 4.687284e-11 7.770229e-16
4.733449e+02 4.025379e-03 6.820999e+02 5.417501e+02 2.369321e+03 1.930100e-02 3.546025e-18 4.914887e-16 1.752631e-04 6.992704e-34 1.832387e-02 2.274634e-02 7.020104e-19 3.939348e-02 1.391946e-03 8.986640e-01 4.255962e-15 1.495911e-22 2.771550e-20 3.563950e-13 4.687271e-11 7.770205e-16
4.819205e+02 3.951617e-03 6.793578e+02 5.296849e+02 2.370599e+03 1.930100e-02 3.547937e-18 4.902954e-16 1.752622e-04 6.901146e-34 1.832387e-02 2.274635e-02 7.004140e-19 3.939348e-02 1.391946e-03 8.986640e-01 4.235867e-15 1.490290e-22 2.769679e-20 3.563933e-13 4.687258e-11 7.770181e-16
4.905731e+02 3.879855e-03 6.766477e+02 5.179911e+02 2.371860e+03 1.930100e-02 3.549847e-18 4.892275e-16 1.752614e-04 6.812874e-34 1.832387e-02 2.274635e-02 6.988378e-19 3.939348e-02 1.391946e-03 8.986640e-01 4.216660e-15 1.484792e-22 2.767837e-20 3.563917e-13 4.687245e-11 7.770157e-16
4.993027e+02 3.810021e-03 6.739689e+02 5.066540e+02 2.373105e+03 1.930100e-02 3.551754e-18 4.882722e-16 1.752606e-04 6.727732e-34 1.832387e-02 2.274635e-02 6.972809e-19 3.939348e-02 1.391946e-03 8.986640e-01 4.198297e-15 1.479413e-22 2.766025e-20 3.563901e-13 4.687233e-11 7.770133e-16
5.081093e+02 3.742049e-03 6.713208e+02 4.956599e+02 2.374333e+03 1.930100e-02 3.553659e-18 4.874183e-16 1.752599e-04 6.645570e-34 1.832387e-02 2.274635e-02 6.957427e-19 3.939348e-02 1.391946e-03 8.986640e-01 4.180737e-15 1.474149e-22 2.764241e-20 3.563885e-13 4.687220e-11 7.770110e-16
5.169929e+02 3.675871e-03 6.687029e+02 4.849955e+02 2.375546e+03 1.930100e-02 3.555562e-18 4.866555e-16 1.752591e-04 6.566249e-34 1.832387e-02 2.274635e-02 6.942224e-19 3.939348e-02 1.391946e-03 8.986640e-01 4.163941e-15 1.468997e-22 2.762485e-20 3.563869e-13 4.687208e-11 7.770088e-16
5.259535e+02 3.611426e-03 6.661144e+02 4.746481e+02 2.376743e+03 1.930100e-02 3.557463e-18 4.859749e-16 1.752584e-04 6.489636e-34 1.832387e-02 2.274635e-02 6.927195e-19 3.939348e-02 1.391946e-03 8.986640e-01 4.147873e-15 1.463954e-22 2.760755e-20 3.563854e-13 4.687196e-11 7.770066e-16
5.349910e+02 3.548655e-03 6.635548e+02 4.646059e+02 2.377925e+03 1.930100e-02 3.559362e-18 4.853682e-16 1.752577e-04 6.415607e-34 1.832387e-02 2.274635e-02 6.912334e-19 3.939348e-02 1.391946e-03 8.986640e-01 4.132498e-15 1.459016e-22 2.759052e-20 3.563839e-13 4.687184e-11 7.770044e-16
5.441056e+02 3.487499e-03 6.610236e+02 4.548574e+02 2.379091e+03 1.930100e-02 3.561259e-18 4.848283e-16 1.752570e-04 6.344046e-34 1.832387e-02 2.274635e-02 6.897634e-19 3.939348e-02 1.391946e-03 8.986640e-01 4.117783e-15 1.454179e-22 2.757375e-20 3.563824e-13 4.687173e-11 7.770022e-16
5.579217e+02 3.398671e-03 6.572789e+02 4.407609e+02 2.380816e+03 1.930100e-02 3.564101e-18 4.841291e-16 1.752559e-04 6.241084e-34 1.832387e-02 2.274635e-02 6.875877e-19 3.939348e-02 1.391946e-03 8.986640e-01 4.096880e-15 1.447108e-22 2.754906e-20 3.563802e-13 4.687156e-11 7.769991e-16
5.719111e+02 3.313181e-03 6.535949e+02 4.272657e+02 2.382509e+03 1.930100e-02 3.566940e-18 4.835465e-16 1.752550e-04 6.143081e-34 1.832387e-02 2.274635e-02 6.854457e-19 3.939348e-02 1.391946e-03 8.986640e-01 4.077298e-15 1.440249e-22 2.752491e-20 3.563781e-13 4.687139e-11 7.769960e-16
5.860737e+02 3.230864e-03 6.499699e+02 4.143393e+02 2.384171e+03 1.930100e-02 3.569776e-18 4.830642e-16 1.752540e-04 6.049719e-34 1.832387e-02 2.274635e-02 6.833358e-19 3.939348e-02 1.391946e-03 8.986640e-01 4.058949e-15 1.433593e-22 2.750129e-20 3.563760e-13 4.687123e-11 7.769930e-16
6.004096e+02 3.151564e-03 6.464023e+02 4.019511e+02 2.385803e+03 1.930100e-02 3.572609e-18 4.826683e-16 1.752531e-04 5.960704e-34 1.832387e-02 2.274635e-02 6.812565e-19 3.939348e-02 1.391946e-03 8.986640e-01 4.041749e-15 1.427131e-22 2.747818e-20 3.563739e-13 4.687107e-11 7.769901e-16
6.149186e+02 3.075137e-03 6.428905e+02 3.900728e+02 2.387406e+03 1.930100e-02 3.575439e-18 4.823469e-16 1.752522e-04 5.875766e-34 1.832387e-02 2.274636e-02 6.792067e-19 3.939348e-02 1.391946e-03 8.986640e-01 4.025625e-15 1.420855e-22 2.745555e-20 3.563719e-13 4.687092e-11 7.769873e-16
6.296009e+02 3.001445e-03 6.394329e+02 3.786776e+02 2.388980e+03 1.930100e-02 3.578266e-18 4.820898e-16 1.752514e-04 5.794656e-34 1.832387e-02 2.274636e-02 6.771851e-19 3.939348e-02 1.391946e-03 8.986640e-01 4.010507e-15 1.414756e-22 2.743340e-20 3.563699e-13 4.687077e-11 7.769845e-16
6.444564e+02 2.930361e-03 6.360282e+02 3.677407e+02 2.390527e+03 1.930100e-02 3.581092e-18 4.818884e-16 1.752505e-04 5.717145e-34 1.832387e-02 2.274636e-02 6.751906e-19 3.939348e-02 1.391946e-03 8.986640e-01 3.996331e-15 1.408828e-22 2.741171e-20 3.563680e-13 4.687062e-11 7.769817e-16
6.594851e+02 2.861763e-03 6.326748e+02 3.572386e+02 2.392047e+03 1.930100e-02 3.583915e-18 4.817354e-16 1.752497e-04 5.643019e-34 1.832387e-02 2.274636e-02 6.732221e-19 3.939348e-02 1.391946e-03 8.986640e-01 3.983037e-15 1.403064e-22 2.739046e-20 3.563661e-13 4.687048e-11 7.769791e-16
6.746870e+02 2.795536e-03 6.293715e+02 3.471493e+02 2.393541e+03 1.930100e-02 3.586736e-18 4.816243e-16 1.752490e-04 5.572082e-34 1.832387e-02 2.274636e-02 6.712788e-19 3.939348e-02 1.391946e-03 8.986640e-01 3.970572e-15 1.397456e-22 2.736964e-20 3.563643e-13 4.687034e-11 7.769765e-16
6.900621e+02 2.731572e-03 6.261169e+02 3.374522e+02 2.395010e+03 1.930100e-02 3.589556e-18 4.815497e-16 1.752482e-04 5.504150e-34 1.832387e-02 2.274636e-02 6.693596e-19 3.939348e-02 1.391946e-03 8.986640e-01 3.958883e-15 1.391998e-22 2.734923e-20 3.563624e-13 4.687020e-11 7.769740e-16
7.056105e+02 2.669771e-03 6.229098e+02 3.281280e+02 2.396455e+03 1.930100e-02 3.592374e-18 4.815068e-16 1.752475e-04 5.439054e-34 1.832387e-02 2.274636e-02 6.674639e-19 3.939348e-02 1.391946e-03 8.986640e-01 3.947924e-15 1.386686e-22 2.732923e-20 3.563607e-13 4.687007e-11 7.769715e-16
7.213321e+02 2.610035e-03 6.197489e+02 3.191585e+02 2.397875e+03 1.930100e-02 3.595191e-18 4.814918e-16 1.752468e-04 5.376636e-34 1.832387e-02 2.274636e-02 6.655907e-19 3.939348e-02 1.391946e-03 8.986640e-01 3.937652e-15 1.381512e-22 2.730962e-20 3.563589e-13 4.686994e-11 7.769690e-16
7.372269e+02 2.552275e-03 6.166332e+02 3.105264e+02 2.399273e+03 1.930100e-02 3.598007e-18 4.815010e-16 1.752461e-04 5.316750e-34 1.832387e-02 2.274636e-02 6.637395e-19 3.939348e-02 1.391946e-03 8.986640e-01 3.928025e-15 1.376472e-22 2.729038e-20 3.563572e-13 4.686981e-11 7.769667e-16
7.532950e+02 2.496404e-03 6.135614e+02 3.022157e+02 2.400648e+03 1.930100e-02 3.600821e-18 4.815315e-16 1.752455e-04 5.259259e-34 1.832387e-02 2.274636e-02 6.619094e-19 3.939348e-02 1.391946e-03 8.986640e-01 3.919006e-15 1.371560e-22 2.727151e-20 3.563555e-13 4.686968e-11 7.769643e-16
7.695362e+02 2.442340e-03 6.105325e+02 2.942112e+02 2.402001e+03 1.930100e-02 3.603635e-18 4.815807e-16 1.752448e-04 5.204035e-34 1.832387e-02 2.274636e-02 6.601000e-19 3.939348e-02 1.391946e-03 8.986640e-01 3.910560e-15 1.366772e-22 2.725299e-20 3.563539e-13 4.686956e-11 7.769621e-16
7.859507e+02 2.390007e-03 6.075455e+02 2.864984e+02 2.403332e+03 1.930100e-02 3.606448e-18 4.816463e-16 1.752442e-04 5.150960e-34 1.832387e-02 2.274636e-02 6.583106e-19 3.939348e-02 1.391946e-03 8.986640e-01 3.902653e-15 1.362103e-22 2.723482e-20 3.563522e-13 4.686944e-11 7.769598e-16
8.025384e+02 2.339333e-03 6.045993e+02 2.790640e+02 2.404643e+03 1.930100e-02 3.609260e-18 4.817263e-16 1.752436e-04 5.099923e-34 1.832387e-02 2.274636e-02 6.565406e-19 3.939348e-02 1.391946e-03 8.986640e-01 3.895256e-15 1.357549e-22 2.721699e-20 3.563506e-13 4.686932e-11 7.769577e-16
8.192993e+02 2.290246e-03 6.016930e+02 2.718951e+02 2.405933e+03 1.930100e-02 3.612071e-18 4.818191e-16 1.752430e-04 5.050820e-34 1.832387e-02 2.274636e-02 6.547897e-19 3.939348e-02 1.391946e-03 8.986640e-01 3.888341e-15 1.353105e-22 2.719948e-20 3.563491e-13 4.686921e-11 7.769555e-16
8.362334e+02 2.242684e-03 5.988256e+02 2.649797e+02 2.407203e+03 1.930100e-02 3.614882e-18 4.819232e-16 1.752424e-04 5.003553e-34 1.832387e-02 2.274636e-02 6.530572e-19 3.939348e-02 1.391946e-03 8.986640e-01 3.881879e-15 1.348768e-22 2.718228e-20 3.563475e-13 4.686909e-11 7.769534e-16
8.533408e+02 2.196582e-03 5.959962e+02 2.583063e+02 2.408454e+03 1.930100e-02 3.617693e-18 4.820374e-16 1.752419e-04 4.958032e-34 1.832387e-02 2.274637e-02 6.513428e-19 3.939348e-02 1.391946e-03 8.986640e-01 3.875847e-15 1.344534e-22 2.716539e-20 3.563460e-13 4.686898e-11 7.769514e-16
8.706214e+02 2.151882e-03 5.932040e+02 2.518643e+02 2.409687e+03 1.930100e-02 3.620503e-18 4.821603e-16 1.752413e-04 4.914171e-34 1.832387e-02 2.274637e-02 6.496460e-19 3.939348e-02 1.391946e-03 8.986640e-01 3.870221e-15 1.340399e-22 2.714879e-20 3.563445e-13 4.686888e-11 7.769494e-16
8.880752e+02 2.108527e-03 5.904480e+02 2.456434e+02 2.410901e+03 1.930100e-02 3.623312e-18 4.822912e-16 1.752408e-04 4.871891e-34 1.832387e-02 2.274637e-02 6.479666e-19 3.939348e-02 1.391946e-03 8.986640e-01 3.864980e-15 1.336360e-22 2.713249e-20 3.563431e-13 4.686877e-11 7.769474e-16
9.057022e+02 2.066465e-03 5.877275e+02 2.396340e+02 2.412097e+03 1.930100e-02 3.626122e-18 4.824291e-16 1.752403e-04 4.831114e-34 1.832387e-02 2.274637e-02 6.463041e-19 3.939348e-02 1.391946e-03 8.986640e-01 3.860102e-15 1.332413e-22 2.711647e-20 3.563416e-13 4.686867e-11 7.769455e-16
9.235024e+02 2.025645e-03 5.850417e+02 2.338268e+02 2.413275e+03 1.930100e-02 3.628931e-18 4.825733e-16 1.752398e-04 4.791772e-34 1.832387e-02 2.274637e-02 6.446583e-19 3.939348e-02 1.391946e-03 8.986640e-01 3.855570e-15 1.328556e-22 2.710072e-20 3.563402e-13 4.686856e-11 7.769436e-16
9.414759e+02 1.986018e-03 5.823897e+02 2.282134e+02 2.414437e+03 1.930100e-02 3.631739e-18 4.827231e-16 1.752393e-04 4.753796e-34 1.832387e-02 2.274637e-02 6.430289e-19 3.939348e-02 1.391946e-03 8.986640e-01 3.851365e-15 1.324785e-22 2.708523e-20 3.563388e-13 4.686846e-11 7.769417e-16
9.596226e+02 1.947539e-03 5.797709e+02 2.227854e+02 2.415582e+03 1.930100e-02 3.634548e-18 4.828779e-16 1.752389e-04 4.717126e-34 1.832387e-02 2.274637e-02 6.414157e-19 3.939348e-02 1.391946e-03 8.986640e-01 3.847470e-15 1.321098e-22 2.707001e-20 3.563375e-13 4.686836e-11 7.769399e-16
9.779425e+02 1.910163e-03 5.771846e+02 2.175351e+02 2.416711e+03 1.930100e-02 3.637356e-18 4.830372e-16 1.752384e-04 4.681700e-34 1.832387e-02 2.274637e-02 6.398184e-19 3.939348e-02 1.391946e-03 8.986640e-01 3.843869e-15 1.317491e-22 2.705504e-20 3.563361e-13 4.686827e-11 7.769381e-16
9.964356e+02 1.873849e-03 5.746299e+02 2.124550e+02 2.417823e+03 1.930100e-02 3.640164e-18 4.832006e-16 1.752380e-04 4.647465e-34 1.832387e-02 2.274637e-02 6.382369e-19 3.939348e-02 1.391946e-03 8.986640e-01 3.840548e-15 1.313962e-22 2.704031e-20 3.563348e-13 4.686817e-11 7.769363e-16
1.015102e+03 1.838557e-03 5.721063e+02 2.075382e+02 2.418921e+03 1.930100e-02 3.642972e-18 4.833676e-16 1.752375e-04 4.614366e-34 1.832387e-02 2.274637e-02 6.366711e-19 3.939348e-02 1.391946e-03 8.986640e-01 3.837493e-15 1.310510e-22 2.702582e-20 3.563335e-13 4.686808e-11 7.769346e-16
1.033941e+03 1.804249e-03 5.696131e+02 2.027779e+02 2.420003e+03 1.930100e-02 3.645780e-18 4.835378e-16 1.752371e-04 4.582355e-34 1.832387e-02 2.274637e-02 6.351209e-19 3.939348e-02 1.391946e-03 8.986640e-01 3.834691e-15 1.307130e-22 2.701157e-20 3.563322e-13 4.686799e-11 7.769329e-16
1.052954e+03 1.770889e-03 5.671496e+02 1.981679e+02 2.421070e+03 1.930100e-02 3.648587e-18 4.837110e-16 1.752367e-04 4.551384e-34 1.832387e-02 2.274637e-02 6.335863e-19 3.939348e-02 1.391946e-03 8.986640e-01 3.832128e-15 1.303821e-22 2.699754e-20 3.563309e-13 4.686790e-11 7.769312e-16
1.072140e+03 1.738443e-03 5.647153e+02 1.937021e+02 2.422123e+03 1.930100e-02 3.651393e-18 4.838869e-16 1.752363e-04 4.521409e-34 1.832387e-02 2.274637e-02 6.320671e-19 3.939348e-02 1.391946e-03 8.986640e-01 3.829795e-15 1.300582e-22 2.698373e-20 3.563297e-13 4.686781e-11 7.769296e-16
1.091500e+03 1.706878e-03 5.623095e+02 1.893747e+02 2.423161e+03 1.930100e-02 3.654200e-18 4.840651e-16 1.752359e-04 4.492388e-34 1.832387e-02 2.274637e-02 6.305635e-19 3.939348e-02 1.391946e-03 8.986640e-01 3.827680e-15 1.297408e-22 2.697014e-20 3.563285e-13 4.686772e-11 7.769280e-16
1.111032e+03 1.676161e-03 5.599316e+02 1.851804e+02 2.424186e+03 1.930100e-02 3.657005e-18 4.842456e-16 1.752355e-04 4.464282e-34 1.832387e-02 2.274637e-02 6.290755e-19 3.939348e-02 1.391946e-03 8.986640e-01 3.825771e-15 1.294300e-22 2.695676e-20 3.563272e-13 4.686764e-11 7.769264e-16
1.130738e+03 1.646263e-03 5.575811e+02 1.811138e+02 2.425197e+03 1.930100e-02 3.659810e-18 4.844279e-16 1.752352e-04 4.437052e-34 1.832387e-02 2.274637e-02 6.276033e-19 3.939348e-02 1.391946e-03 8.986640e-01 3.824061e-15 1.291254e-22 2.694358e-20 3.563261e-13 4.686756e-11 7.769249e-16
1.150617e+03 1.617156e-03 5.552574e+02 1.771701e+02 2.426195e+03 1.930100e-02 3.662614e-18 4.846120e-16 1.752348e-04 4.410662e-34 1.832387e-02 2.274637e-02 6.261471e-19 3.939348e-02 1.391946e-03 8.986640e-01 3.822540e-15 1.288268e-22 2.693061e-20 3.563249e-13 4.686747e-11 7.769233e-16
1.170669e+03 1.588811e-03 5.529600e+02 1.733445e+02 2.427181e+03 1.930100e-02 3.665417e-18 4.847976e-16 1.752344e-04 4.385079e-34 1.832387e-02 2.274637e-02 6.247072e-19 3.939348e-02 1.391946e-03 8.986640e-01 3.821199e-15 1.285342e-22 2.691783e-20 3.563237e-13 4.686739e-11 7.769218e-16
1.190894e+03 1.561202e-03 5.506884e+02 1.696326e+02 2.428153e+03 1.930100e-02 3.668219e-18 4.849847e-16 1.752341e-04 4.360271e-34 1.832387e-02 2.274637e-02 6.232838e-19 3.939348e-02 1.391946e-03 8.986640e-01 3.820029e-15 1.282473e-22 2.690524e-20 3.563226e-13 4.686731e-11 7.769204e-16
1.211293e+03 1.534304e-03 5.484420e+02 1.660300e+02 2.429113e+03 1.930100e-02 3.671019e-18 4.851730e-16 1.752338e-04 4.336207e-34 1.832387e-02 2.274637e-02 6.218773e-19 3.939348e-02 1.391946e-03 8.986640e-01 3.819024e-15 1.279660e-22 2.689283e-20 3.563215e-13 4.686724e-11 7.769189e-16
1.231864e+03 1.508094e-03 5.462204e+02 1.625326e+02 2.430061e+03 1.930100e-02 3.673817e-18 4.853624e-16 1.752334e-04 4.312858e-34 1.832387e-02 2.274637e-02 6.204883e-19 3.939348e-02 1.391946e-03 8.986640e-01 3.818176e-15 1.276900e-22 2.688061e-20 3.563203e-13 4.686716e-11 7.769175e-16
1.252609e+03 1.482546e-03 5.440232e+02 1.591365e+02 2.430997e+03 1.930100e-02 3.676614e-18 4.855528e-16 1.752331e-04 4.290196e-34 1.832387e-02 2.274637e-02 6.191174e-19 3.939348e-02 1.391946e-03 8.986640e-01 3.817478e-15 1.274193e-22 2.686857e-20 3.563192e-13 4.686708e-11 7.769161e-16
1.273527e+03 1.457641e-03 5.418497e+02 1.558381e+02 2.431921e+03 1.930100e-02 3.679408e-18 4.857441e-16 1.752328e-04 4.268195e-34 1.832387e-02 2.274637e-02 6.177652e-19 3.939348e-02 1.391946e-03 8.986640e-01 3.816924e-15 1.271537e-22 2.685669e-20 3.563182e-13 4.686701e-11 7.769147e-16
1.294619e+03 1.433355e-03 5.396997e+02 1.526336e+02 2.432834e+03 1.930100e-02 3.682199e-18 4.859361e-16 1.752325e-04 4.246830e-34 1.832387e-02 2.274637e-02 6.164325e-19 3.939348e-02 1.391946e-03 8.986640e-01 3.816508e-15 1.268931e-22 2.684499e-20 3.563171e-13 4.686694e-11 7.769134e-16
1.315884e+03 1.409670e-03 5.375726e+02 1.495198e+02 2.433736e+03 1.930100e-02 3.684987e-18 4.861287e-16 1.752322e-04 4.226078e-34 1.832387e-02 2.274638e-02 6.151202e-19 3.939348e-02 1.391946e-03 8.986640e-01 3.816223e-15 1.266373e-22 2.683346e-20 3.563160e-13 4.686686e-11 7.769120e-16
1.337321e+03 1.386565e-03 5.354680e+02 1.464933e+02 2.434626e+03 1.930100e-02 3.687772e-18 4.863218e-16 1.752319e-04 4.205914e-34 1.832387e-02 2.274638e-02 6.138295e-19 3.939348e-02 1.391946e-03 8.986640e-01 3.816065e-15 1.263861e-22 2.682208e-20 3.563150e-13 4.686679e-11 7.769107e-16
1.358933e+03 1.364021e-03 5.333855e+02 1.435511e+02 2.435506e+03 1.930100e-02 3.690552e-18 4.865154e-16 1.752316e-04 4.186319e-34 1.832387e-02 2.274638e-02 6.125614e-19 3.939348e-02 1.391946e-03 8.986640e-01 3.816028e-15 1.261395e-22 2.681086e-20 3.563140e-13 4.686672e-11 7.769094e-16
1.380717e+03 1.342021e-03 5.313248e+02 1.406902e+02 2.436375e+03 1.930100e-02 3.693328e-18 4.867094e-16 1.752313e-04 4.167270e-34 1.832387e-02 2.274638e-02 6.113175e-19 3.939348e-02 1.391946e-03 8.986640e-01 3.816107e-15 1.258974e-22 2.679980e-20 3.563130e-13 4.686666e-11 7.769081e-16
1.402674e+03 1.320548e-03 5.292853e+02 1.379076e+02 2.437234e+03 1.930100e-02 3.696098e-18 4.869035e-16 1.752310e-04 4.148749e-34 1.832387e-02 2.274638e-02 6.100992e-19 3.939348e-02 1.391946e-03 8.986640e-01 3.816298e-15 1.256596e-22 2.678889e-20 3.563120e-13 4.686659e-11 7.769069e-16
1.424805e+03 1.299584e-03 5.272668e+02 1.352007e+02 2.438083e+03 1.930100e-02 3.698861e-18 4.870979e-16 1.752308e-04 4.130736e-34 1.832387e-02 2.274638e-02 6.089084e-19 3.939348e-02 1.391946e-03 8.986640e-01 3.816596e-15 1.254259e-22 2.677813e-20 3.563110e-13 4.686652e-11 7.769057e-16
1.447109e+03 1.279113e-03 5.252688e+02 1.325668e+02 2.438923e+03 1.930100e-02 3.701617e-18 4.872923e-16 1.752305e-04 4.113214e-34 1.832387e-02 2.274638e-02 6.077471e-19 3.939348e-02 1.391946e-03 8.986640e-01 3.816997e-15 1.251964e-22 2.676751e-20 3.563100e-13 4.686646e-11 7.769044e-16
1.469586e+03 1.259121e-03 5.232909e+02 1.300035e+02 2.439752e+03 1.930100e-02 3.704366e-18 4.874867e-16 1.752303e-04 4.096165e-34 1.832387e-02 2.274638e-02 6.066176e-19 3.939348e-02 1.391946e-03 8.986640e-01 3.817498e-15 1.249708e-22 2.675704e-20 3.563091e-13 4.686639e-11 7.769032e-16
1.492237e+03 1.239593e-03 5.213329e+02 1.275083e+02 2.440571e+03 1.930100e-02 3.707104e-18 4.876810e-16 1.752300e-04 4.079573e-34 1.832387e-02 2.274638e-02 6.055225e-19 3.939348e-02 1.391946e-03 8.986640e-01 3.818094e-15 1.247492e-22 2.674670e-20 3.563081e-13 4.686633e-11 7.769021e-16
1.515060e+03 1.220514e-03 5.193944e+02 1.250789e+02 2.441382e+03 1.930100e-02 3.709832e-18 4.878752e-16 1.752297e-04 4.063422e-34 1.832387e-02 2.274638e-02 6.044647e-19 3.939348e-02 1.391946e-03 8.986640e-01 3.818782e-15 1.245313e-22 2.673650e-20 3.563072e-13 4.686627e-11 7.769009e-16
